,id,price,category,size,availability,date,country_code
402694,ID9072,37.5,sneakers,36 2/3,0,12/01/2025,DE
402695,ID9072,37.5,sneakers,37 1/3,0,12/01/2025,DE
402696,ID9072,37.5,sneakers,38,0,12/01/2025,DE
402697,ID9072,37.5,sneakers,38 2/3,0,12/01/2025,DE
402698,ID9072,37.5,sneakers,39 1/3,0,12/01/2025,DE
402699,ID9072,37.5,sneakers,40,0,12/01/2025,DE
402743,IH0504,42.4,sneakers,36,1,12/01/2025,DE
402744,IH0504,42.4,sneakers,36 2/3,1,12/01/2025,DE
402745,IH0504,42.4,sneakers,37 1/3,15,12/01/2025,DE
402746,IH0504,42.4,sneakers,38,0,12/01/2025,DE
402747,IH0504,42.4,sneakers,38 2/3,3,12/01/2025,DE
402748,IH0504,42.4,sneakers,39 1/3,15,12/01/2025,DE
402749,IH0504,42.4,sneakers,40,0,12/01/2025,DE
402750,IH0504,42.4,sneakers,40 2/3,0,12/01/2025,DE
402751,IH0504,42.4,sneakers,41 1/3,0,12/01/2025,DE
402752,IH0504,42.4,sneakers,42,0,12/01/2025,DE
402753,IH0504,42.4,sneakers,42 2/3,0,12/01/2025,DE
402754,IH0504,42.4,sneakers,43 1/3,0,12/01/2025,DE
402755,IH0504,42.4,sneakers,44,0,12/01/2025,DE
402756,IH0504,42.4,sneakers,44 2/3,0,12/01/2025,DE
402757,IH0504,42.4,sneakers,45 1/3,0,12/01/2025,DE
402758,IH0504,42.4,sneakers,46,0,12/01/2025,DE
402759,IH0504,42.4,sneakers,46 2/3,0,12/01/2025,DE
402760,IH0504,42.4,sneakers,47 1/3,0,12/01/2025,DE
402761,IH0504,42.4,sneakers,48,0,12/01/2025,DE
402762,IH0504,42.4,sneakers,49 1/3,0,12/01/2025,DE
402790,HQ1343,84.5,sneakers,36,1,12/01/2025,DE
402791,HQ1343,84.5,sneakers,36 2/3,1,12/01/2025,DE
402792,HQ1343,84.5,sneakers,37 1/3,0,12/01/2025,DE
402793,HQ1343,84.5,sneakers,38,0,12/01/2025,DE
402794,HQ1343,84.5,sneakers,38 2/3,0,12/01/2025,DE
402795,HQ1343,84.5,sneakers,39 1/3,0,12/01/2025,DE
402796,HQ1343,84.5,sneakers,40,0,12/01/2025,DE
402797,HQ1343,84.5,sneakers,40 2/3,0,12/01/2025,DE
402798,HQ1343,84.5,sneakers,41 1/3,15,12/01/2025,DE
402799,HQ1343,84.5,sneakers,42,15,12/01/2025,DE
402800,HQ1343,84.5,sneakers,42 2/3,0,12/01/2025,DE
402801,HQ1343,84.5,sneakers,43 1/3,0,12/01/2025,DE
402802,HQ1343,84.5,sneakers,44,0,12/01/2025,DE
402803,HQ1343,84.5,sneakers,44 2/3,0,12/01/2025,DE
402804,HQ1343,84.5,sneakers,45 1/3,0,12/01/2025,DE
402805,GX0872,30.25,sneakers,36,0,12/01/2025,DE
402806,GX0872,30.25,sneakers,36 2/3,0,12/01/2025,DE
402807,GX0872,30.25,sneakers,37 1/3,0,12/01/2025,DE
402808,GX0872,30.25,sneakers,38,0,12/01/2025,DE
402809,GX0872,30.25,sneakers,38 2/3,0,12/01/2025,DE
402810,GX0872,30.25,sneakers,39 1/3,0,12/01/2025,DE
402811,GX0872,30.25,sneakers,40,0,12/01/2025,DE
402812,GX0872,30.25,sneakers,40 2/3,15,12/01/2025,DE
402813,GX0872,30.25,sneakers,41 1/3,0,12/01/2025,DE
402814,GX0872,30.25,sneakers,42,12,12/01/2025,DE
402815,GX0872,30.25,sneakers,42 2/3,0,12/01/2025,DE
402816,GX0872,30.25,sneakers,43 1/3,0,12/01/2025,DE
402817,GX0872,30.25,sneakers,44,0,12/01/2025,DE
402818,GZ9475,66.0,sneakers,35 1/2,0,12/01/2025,DE
402819,GZ9475,66.0,sneakers,36,0,12/01/2025,DE
402820,GZ9475,66.0,sneakers,36 2/3,0,12/01/2025,DE
402821,GZ9475,66.0,sneakers,37 1/3,7,12/01/2025,DE
402822,GZ9475,66.0,sneakers,38,15,12/01/2025,DE
402823,GZ9475,66.0,sneakers,38 2/3,15,12/01/2025,DE
402824,GZ9475,66.0,sneakers,39 1/3,15,12/01/2025,DE
402825,GZ9475,66.0,sneakers,40,15,12/01/2025,DE
402826,GZ9475,66.0,sneakers,40 2/3,15,12/01/2025,DE
402827,GZ9475,66.0,sneakers,41 1/3,15,12/01/2025,DE
402828,GZ9475,66.0,sneakers,42,0,12/01/2025,DE
402829,GZ9475,66.0,sneakers,42 2/3,15,12/01/2025,DE
402830,GZ9475,66.0,sneakers,43 1/3,0,12/01/2025,DE
402831,GZ9475,66.0,sneakers,44,15,12/01/2025,DE
402840,ID0593,29.25,sneakers,28,0,12/01/2025,DE
402841,ID0593,29.25,sneakers,28 1/2,15,12/01/2025,DE
402842,ID0593,29.25,sneakers,29,0,12/01/2025,DE
402843,ID0593,29.25,sneakers,30,0,12/01/2025,DE
402844,ID0593,29.25,sneakers,30 1/2,0,12/01/2025,DE
402845,ID0593,29.25,sneakers,31,0,12/01/2025,DE
402846,ID0593,29.25,sneakers,31 1/2,0,12/01/2025,DE
402847,ID0593,29.25,sneakers,32,0,12/01/2025,DE
402848,ID0593,29.25,sneakers,33,0,12/01/2025,DE
402849,ID0593,29.25,sneakers,33 1/2,4,12/01/2025,DE
402850,ID0593,29.25,sneakers,34,15,12/01/2025,DE
402851,ID0593,29.25,sneakers,35,15,12/01/2025,DE
402852,ID0593,29.25,sneakers,35 1/2,0,12/01/2025,DE
402853,ID0593,29.25,sneakers,36,15,12/01/2025,DE
402854,ID0593,29.25,sneakers,36 2/3,0,12/01/2025,DE
402855,ID0593,29.25,sneakers,37 1/3,0,12/01/2025,DE
402856,ID0593,29.25,sneakers,38,0,12/01/2025,DE
402857,ID0593,29.25,sneakers,38 2/3,0,12/01/2025,DE
402858,ID0593,29.25,sneakers,39 1/3,0,12/01/2025,DE
402859,ID0593,29.25,sneakers,40,0,12/01/2025,DE
402976,HP2758,67.2,sneakers,36,0,12/01/2025,DE
402977,HP2758,67.2,sneakers,36 2/3,0,12/01/2025,DE
402978,HP2758,67.2,sneakers,37 1/3,0,12/01/2025,DE
402979,HP2758,67.2,sneakers,38,0,12/01/2025,DE
402980,HP2758,67.2,sneakers,38 2/3,0,12/01/2025,DE
402981,HP2758,67.2,sneakers,39 1/3,0,12/01/2025,DE
402982,HP2758,67.2,sneakers,40,0,12/01/2025,DE
402983,HP2758,67.2,sneakers,40 2/3,0,12/01/2025,DE
402984,HP2758,67.2,sneakers,41 1/3,0,12/01/2025,DE
402985,HP2758,67.2,sneakers,42,15,12/01/2025,DE
402986,HP2758,67.2,sneakers,42 2/3,3,12/01/2025,DE
402987,HP2758,67.2,sneakers,43 1/3,15,12/01/2025,DE
402988,HP2758,67.2,sneakers,44,15,12/01/2025,DE
402989,HP2758,67.2,sneakers,44 2/3,0,12/01/2025,DE
402990,HP2758,67.2,sneakers,45 1/3,0,12/01/2025,DE
402991,HP2758,67.2,sneakers,46,0,12/01/2025,DE
402992,HP2758,67.2,sneakers,46 2/3,0,12/01/2025,DE
402993,HP2758,67.2,sneakers,47 1/3,0,12/01/2025,DE
402994,HP2758,67.2,sneakers,48,0,12/01/2025,DE
402995,HP2758,67.2,sneakers,48 2/3,0,12/01/2025,DE
402996,HP2758,67.2,sneakers,49 1/3,0,12/01/2025,DE
402997,HP2758,67.2,sneakers,50,0,12/01/2025,DE
402998,HP2758,67.2,sneakers,50 2/3,0,12/01/2025,DE
402999,HP2758,67.2,sneakers,51 1/3,0,12/01/2025,DE
403000,HP2758,67.2,sneakers,52 2/3,0,12/01/2025,DE
403001,HP2758,67.2,sneakers,53 1/3,0,12/01/2025,DE
403002,ID9151,35.1,sneakers,28,0,12/01/2025,DE
403003,ID9151,35.1,sneakers,28 1/2,0,12/01/2025,DE
403004,ID9151,35.1,sneakers,29,0,12/01/2025,DE
403005,ID9151,35.1,sneakers,30,0,12/01/2025,DE
403006,ID9151,35.1,sneakers,30 1/2,0,12/01/2025,DE
403007,ID9151,35.1,sneakers,31,0,12/01/2025,DE
403008,ID9151,35.1,sneakers,31 1/2,0,12/01/2025,DE
403009,ID9151,35.1,sneakers,32,0,12/01/2025,DE
403010,ID9151,35.1,sneakers,33,4,12/01/2025,DE
403011,ID9151,35.1,sneakers,33 1/2,1,12/01/2025,DE
403012,ID9151,35.1,sneakers,34,15,12/01/2025,DE
403013,ID9151,35.1,sneakers,35,0,12/01/2025,DE
403217,IH2405,38.5,sneakers,28,4,12/01/2025,DE
403218,IH2405,38.5,sneakers,28 1/2,1,12/01/2025,DE
403219,IH2405,38.5,sneakers,29,3,12/01/2025,DE
403220,IH2405,38.5,sneakers,30,6,12/01/2025,DE
403221,IH2405,38.5,sneakers,30 1/2,0,12/01/2025,DE
403222,IH2405,38.5,sneakers,31,10,12/01/2025,DE
403223,IH2405,38.5,sneakers,31 1/2,1,12/01/2025,DE
403224,IH2405,38.5,sneakers,32,3,12/01/2025,DE
403225,IH2405,38.5,sneakers,33,3,12/01/2025,DE
403226,IH2405,38.5,sneakers,33 1/2,1,12/01/2025,DE
403227,IH2405,38.5,sneakers,34,14,12/01/2025,DE
403228,IH2405,38.5,sneakers,35,0,12/01/2025,DE
403229,IH2405,38.5,sneakers,35 1/2,0,12/01/2025,DE
403230,IH2405,38.5,sneakers,36,0,12/01/2025,DE
403231,IH2405,38.5,sneakers,36 2/3,0,12/01/2025,DE
403232,IH2405,38.5,sneakers,37 1/3,0,12/01/2025,DE
403233,IH2405,38.5,sneakers,38,0,12/01/2025,DE
403234,IH2405,38.5,sneakers,38 2/3,0,12/01/2025,DE
403235,IH2405,38.5,sneakers,39 1/3,0,12/01/2025,DE
403236,IH2405,38.5,sneakers,40,0,12/01/2025,DE
403243,H06301,24.75,sneakers,19,0,12/01/2025,DE
403244,H06301,24.75,sneakers,20,3,12/01/2025,DE
403245,H06301,24.75,sneakers,21,3,12/01/2025,DE
403246,H06301,24.75,sneakers,22,0,12/01/2025,DE
403247,H06301,24.75,sneakers,23,0,12/01/2025,DE
403248,H06301,24.75,sneakers,23 1/2,0,12/01/2025,DE
403249,H06301,24.75,sneakers,24,15,12/01/2025,DE
403250,H06301,24.75,sneakers,25,0,12/01/2025,DE
403251,H06301,24.75,sneakers,25 1/2,0,12/01/2025,DE
403252,H06301,24.75,sneakers,26,0,12/01/2025,DE
403253,H06301,24.75,sneakers,26 1/2,0,12/01/2025,DE
403254,H06301,24.75,sneakers,27,0,12/01/2025,DE
403305,ID6309,38.5,sneakers,28,4,12/01/2025,DE
403306,ID6309,38.5,sneakers,28 1/2,0,12/01/2025,DE
403307,ID6309,38.5,sneakers,29,0,12/01/2025,DE
403308,ID6309,38.5,sneakers,30,0,12/01/2025,DE
403309,ID6309,38.5,sneakers,30 1/2,1,12/01/2025,DE
403310,ID6309,38.5,sneakers,31,0,12/01/2025,DE
403311,ID6309,38.5,sneakers,31 1/2,0,12/01/2025,DE
403312,ID6309,38.5,sneakers,32,0,12/01/2025,DE
403313,ID6309,38.5,sneakers,33,0,12/01/2025,DE
403314,ID6309,38.5,sneakers,33 1/2,0,12/01/2025,DE
403315,ID6309,38.5,sneakers,34,15,12/01/2025,DE
403316,ID6309,38.5,sneakers,35,0,12/01/2025,DE
403317,ID6309,38.5,sneakers,35 1/2,15,12/01/2025,DE
403318,ID6309,38.5,sneakers,36,0,12/01/2025,DE
403319,ID6309,38.5,sneakers,36 2/3,0,12/01/2025,DE
403320,ID6309,38.5,sneakers,37 1/3,0,12/01/2025,DE
403321,ID6309,38.5,sneakers,38,0,12/01/2025,DE
403322,ID6309,38.5,sneakers,38 2/3,0,12/01/2025,DE
403323,ID6309,38.5,sneakers,39 1/3,0,12/01/2025,DE
403324,ID6309,38.5,sneakers,40,0,12/01/2025,DE
403361,IG1427,78.0,sneakers,35 1/2,0,12/01/2025,DE
403362,IG1427,78.0,sneakers,36,8,12/01/2025,DE
403363,IG1427,78.0,sneakers,36 2/3,10,12/01/2025,DE
403364,IG1427,78.0,sneakers,37 1/3,15,12/01/2025,DE
403365,IG1427,78.0,sneakers,38,15,12/01/2025,DE
403366,IG1427,78.0,sneakers,38 2/3,15,12/01/2025,DE
403367,IG1427,78.0,sneakers,39 1/3,15,12/01/2025,DE
403368,IG1427,78.0,sneakers,40,15,12/01/2025,DE
403369,IG1427,78.0,sneakers,40 2/3,2,12/01/2025,DE
403370,IG1427,78.0,sneakers,41 1/3,0,12/01/2025,DE
403371,IG1427,78.0,sneakers,42,0,12/01/2025,DE
403372,IG1427,78.0,sneakers,42 2/3,0,12/01/2025,DE
403373,IG1427,78.0,sneakers,43 1/3,0,12/01/2025,DE
403374,IG1427,78.0,sneakers,44,0,12/01/2025,DE
403375,IE3867,23.2,sneakers,19,1,12/01/2025,DE
403376,IE3867,23.2,sneakers,20,0,12/01/2025,DE
403377,IE3867,23.2,sneakers,21,0,12/01/2025,DE
403378,IE3867,23.2,sneakers,22,1,12/01/2025,DE
403379,IE3867,23.2,sneakers,23,0,12/01/2025,DE
403380,IE3867,23.2,sneakers,23 1/2,0,12/01/2025,DE
403381,IE3867,23.2,sneakers,24,0,12/01/2025,DE
403382,IE3867,23.2,sneakers,25,0,12/01/2025,DE
403383,IE3867,23.2,sneakers,25 1/2,15,12/01/2025,DE
403384,IE3867,23.2,sneakers,26,1,12/01/2025,DE
403385,IE3867,23.2,sneakers,26 1/2,0,12/01/2025,DE
403386,IE3867,23.2,sneakers,27,0,12/01/2025,DE
403387,HQ2163,112.0,sneakers,35 1/2,15,12/01/2025,DE
403388,HQ2163,112.0,sneakers,36,0,12/01/2025,DE
403389,HQ2163,112.0,sneakers,36 2/3,15,12/01/2025,DE
403390,HQ2163,112.0,sneakers,37 1/3,0,12/01/2025,DE
403391,HQ2163,112.0,sneakers,38,15,12/01/2025,DE
403392,HQ2163,112.0,sneakers,38 2/3,0,12/01/2025,DE
403393,HQ2163,112.0,sneakers,39 1/3,0,12/01/2025,DE
403394,HQ2163,112.0,sneakers,40,0,12/01/2025,DE
403416,IG8583,28.0,sneakers,28,0,12/01/2025,DE
403417,IG8583,28.0,sneakers,28 1/2,0,12/01/2025,DE
403418,IG8583,28.0,sneakers,29,0,12/01/2025,DE
403419,IG8583,28.0,sneakers,30,0,12/01/2025,DE
403420,IG8583,28.0,sneakers,30 1/2,0,12/01/2025,DE
403421,IG8583,28.0,sneakers,31,0,12/01/2025,DE
403422,IG8583,28.0,sneakers,31 1/2,0,12/01/2025,DE
403423,IG8583,28.0,sneakers,32,0,12/01/2025,DE
403424,IG8583,28.0,sneakers,33,0,12/01/2025,DE
403425,IG8583,28.0,sneakers,33 1/2,0,12/01/2025,DE
403426,IG8583,28.0,sneakers,34,0,12/01/2025,DE
403427,IG8583,28.0,sneakers,35,5,12/01/2025,DE
403428,IG8583,28.0,sneakers,35 1/2,0,12/01/2025,DE
403429,IG8583,28.0,sneakers,36,0,12/01/2025,DE
403430,IG8583,28.0,sneakers,36 2/3,0,12/01/2025,DE
403431,IG8583,28.0,sneakers,37 1/3,15,12/01/2025,DE
403432,IG8583,28.0,sneakers,38,13,12/01/2025,DE
403433,IG8583,28.0,sneakers,38 2/3,0,12/01/2025,DE
403434,IG8583,28.0,sneakers,39 1/3,1,12/01/2025,DE
403435,IG8583,28.0,sneakers,40,0,12/01/2025,DE
403458,HP5837,27.0,sneakers,28,0,12/01/2025,DE
403459,HP5837,27.0,sneakers,28 1/2,0,12/01/2025,DE
403460,HP5837,27.0,sneakers,29,0,12/01/2025,DE
403461,HP5837,27.0,sneakers,30,0,12/01/2025,DE
403462,HP5837,27.0,sneakers,30 1/2,0,12/01/2025,DE
403463,HP5837,27.0,sneakers,31,0,12/01/2025,DE
403464,HP5837,27.0,sneakers,31 1/2,0,12/01/2025,DE
403465,HP5837,27.0,sneakers,32,0,12/01/2025,DE
403466,HP5837,27.0,sneakers,33,0,12/01/2025,DE
403467,HP5837,27.0,sneakers,33 1/2,0,12/01/2025,DE
403468,HP5837,27.0,sneakers,34,0,12/01/2025,DE
403469,HP5837,27.0,sneakers,35,0,12/01/2025,DE
403470,HP5837,27.0,sneakers,35 1/2,15,12/01/2025,DE
403471,HP5837,27.0,sneakers,36,15,12/01/2025,DE
403472,HP5837,27.0,sneakers,36 2/3,15,12/01/2025,DE
403473,HP5837,27.0,sneakers,37 1/3,0,12/01/2025,DE
403474,HP5837,27.0,sneakers,38,15,12/01/2025,DE
403475,HP5837,27.0,sneakers,38 2/3,15,12/01/2025,DE
403476,HP5837,27.0,sneakers,39 1/3,15,12/01/2025,DE
403477,HP5837,27.0,sneakers,40,0,12/01/2025,DE
403486,IF7213,67.2,sneakers,35 1/2,0,12/01/2025,DE
403487,IF7213,67.2,sneakers,36,3,12/01/2025,DE
403488,IF7213,67.2,sneakers,36 2/3,10,12/01/2025,DE
403489,IF7213,67.2,sneakers,37 1/3,12,12/01/2025,DE
403490,IF7213,67.2,sneakers,38,0,12/01/2025,DE
403491,IF7213,67.2,sneakers,38 2/3,0,12/01/2025,DE
403492,IF7213,67.2,sneakers,39 1/3,0,12/01/2025,DE
403493,IF7213,67.2,sneakers,40,0,12/01/2025,DE
403494,IF7213,67.2,sneakers,40 2/3,0,12/01/2025,DE
403495,IF7213,67.2,sneakers,41 1/3,0,12/01/2025,DE
403496,IF7213,67.2,sneakers,42,0,12/01/2025,DE
403497,IF7213,67.2,sneakers,42 2/3,0,12/01/2025,DE
403498,IF7213,67.2,sneakers,43 1/3,0,12/01/2025,DE
403499,IF7213,67.2,sneakers,44,0,12/01/2025,DE
403534,IG8207,140.0,sneakers,36,7,12/01/2025,DE
403535,IG8207,140.0,sneakers,36 2/3,7,12/01/2025,DE
403536,IG8207,140.0,sneakers,37 1/3,13,12/01/2025,DE
403537,IG8207,140.0,sneakers,38,12,12/01/2025,DE
403538,IG8207,140.0,sneakers,38 2/3,11,12/01/2025,DE
403539,IG8207,140.0,sneakers,39 1/3,15,12/01/2025,DE
403540,IG8207,140.0,sneakers,40,13,12/01/2025,DE
403541,IG8207,140.0,sneakers,40 2/3,15,12/01/2025,DE
403542,IG8207,140.0,sneakers,41 1/3,11,12/01/2025,DE
403543,IG8207,140.0,sneakers,42,7,12/01/2025,DE
403544,IG8207,140.0,sneakers,42 2/3,3,12/01/2025,DE
403545,IG8207,140.0,sneakers,43 1/3,4,12/01/2025,DE
403546,IG8207,140.0,sneakers,44,3,12/01/2025,DE
403547,IG8207,140.0,sneakers,44 2/3,0,12/01/2025,DE
403548,IG8207,140.0,sneakers,45 1/3,1,12/01/2025,DE
403594,IG7293,42.0,sneakers,35 1/2,0,12/01/2025,DE
403595,IG7293,42.0,sneakers,36,0,12/01/2025,DE
403596,IG7293,42.0,sneakers,36 2/3,13,12/01/2025,DE
403597,IG7293,42.0,sneakers,37 1/3,15,12/01/2025,DE
403598,IG7293,42.0,sneakers,38,15,12/01/2025,DE
403599,IG7293,42.0,sneakers,38 2/3,15,12/01/2025,DE
403600,IG7293,42.0,sneakers,39 1/3,15,12/01/2025,DE
403601,IG7293,42.0,sneakers,40,15,12/01/2025,DE
403602,GY5434,39.0,sneakers,39 1/3,0,12/01/2025,DE
403603,GY5434,39.0,sneakers,40,15,12/01/2025,DE
403604,GY5434,39.0,sneakers,40 2/3,0,12/01/2025,DE
403605,GY5434,39.0,sneakers,41 1/3,0,12/01/2025,DE
403606,GY5434,39.0,sneakers,42,0,12/01/2025,DE
403607,GY5434,39.0,sneakers,42 2/3,0,12/01/2025,DE
403608,GY5434,39.0,sneakers,43 1/3,0,12/01/2025,DE
403609,GY5434,39.0,sneakers,44,0,12/01/2025,DE
403610,GY5434,39.0,sneakers,44 2/3,0,12/01/2025,DE
403611,GY5434,39.0,sneakers,45 1/3,0,12/01/2025,DE
403612,GY5434,39.0,sneakers,46,0,12/01/2025,DE
403613,GY5434,39.0,sneakers,46 2/3,0,12/01/2025,DE
403614,GY5434,39.0,sneakers,47 1/3,0,12/01/2025,DE
403615,GY5434,39.0,sneakers,48,0,12/01/2025,DE
403616,GY5434,39.0,sneakers,49 1/3,0,12/01/2025,DE
403798,IF1715,40.0,sneakers,19,1,12/01/2025,DE
403799,IF1715,40.0,sneakers,20,2,12/01/2025,DE
403800,IF1715,40.0,sneakers,21,0,12/01/2025,DE
403801,IF1715,40.0,sneakers,22,0,12/01/2025,DE
403802,IF1715,40.0,sneakers,23,0,12/01/2025,DE
403803,IF1715,40.0,sneakers,23 1/2,0,12/01/2025,DE
403804,IF1715,40.0,sneakers,24,0,12/01/2025,DE
403805,IF1715,40.0,sneakers,25,0,12/01/2025,DE
403806,IF1715,40.0,sneakers,25 1/2,0,12/01/2025,DE
403807,IF1715,40.0,sneakers,26,0,12/01/2025,DE
403808,IF1715,40.0,sneakers,26 1/2,0,12/01/2025,DE
403809,IF1715,40.0,sneakers,27,0,12/01/2025,DE
403810,HP7651,60.0,sneakers,36,15,12/01/2025,DE
403811,HP7651,60.0,sneakers,36 2/3,15,12/01/2025,DE
403812,HP7651,60.0,sneakers,37 1/3,4,12/01/2025,DE
403813,HP7651,60.0,sneakers,38,0,12/01/2025,DE
403814,HP7651,60.0,sneakers,38 2/3,0,12/01/2025,DE
403815,HP7651,60.0,sneakers,39 1/3,0,12/01/2025,DE
403816,HP7651,60.0,sneakers,40,0,12/01/2025,DE
403817,HP7651,60.0,sneakers,40 2/3,0,12/01/2025,DE
403818,HP7651,60.0,sneakers,41 1/3,0,12/01/2025,DE
403819,HP7651,60.0,sneakers,42,0,12/01/2025,DE
403820,HP7651,60.0,sneakers,42 2/3,0,12/01/2025,DE
403821,HP7651,60.0,sneakers,43 1/3,0,12/01/2025,DE
403822,HP7651,60.0,sneakers,44,0,12/01/2025,DE
403823,HP7651,60.0,sneakers,44 2/3,0,12/01/2025,DE
403824,HP7651,60.0,sneakers,45 1/3,0,12/01/2025,DE
403825,HP5866,24.5,sneakers,19,15,12/01/2025,DE
403826,HP5866,24.5,sneakers,20,15,12/01/2025,DE
403827,HP5866,24.5,sneakers,21,0,12/01/2025,DE
403828,HP5866,24.5,sneakers,22,0,12/01/2025,DE
403829,HP5866,24.5,sneakers,23,0,12/01/2025,DE
403830,HP5866,24.5,sneakers,23 1/2,0,12/01/2025,DE
403831,HP5866,24.5,sneakers,24,0,12/01/2025,DE
403832,HP5866,24.5,sneakers,25,0,12/01/2025,DE
403833,HP5866,24.5,sneakers,25 1/2,3,12/01/2025,DE
403834,HP5866,24.5,sneakers,26,0,12/01/2025,DE
403835,HP5866,24.5,sneakers,26 1/2,0,12/01/2025,DE
403836,HP5866,24.5,sneakers,27,0,12/01/2025,DE
403857,IH5469,46.2,sneakers,36,0,12/01/2025,DE
403858,IH5469,46.2,sneakers,36 2/3,0,12/01/2025,DE
403859,IH5469,46.2,sneakers,37 1/3,0,12/01/2025,DE
403860,IH5469,46.2,sneakers,38,0,12/01/2025,DE
403861,IH5469,46.2,sneakers,38 2/3,0,12/01/2025,DE
403862,IH5469,46.2,sneakers,39 1/3,0,12/01/2025,DE
403863,IH5469,46.2,sneakers,40,0,12/01/2025,DE
403864,IH5469,46.2,sneakers,40 2/3,15,12/01/2025,DE
403865,IH5469,46.2,sneakers,41 1/3,0,12/01/2025,DE
403866,IH5469,46.2,sneakers,42,0,12/01/2025,DE
403867,IH5469,46.2,sneakers,42 2/3,0,12/01/2025,DE
403868,IH5469,46.2,sneakers,44,0,12/01/2025,DE
403869,HP5969,70.0,sneakers,36,0,12/01/2025,DE
403870,HP5969,70.0,sneakers,36 2/3,1,12/01/2025,DE
403871,HP5969,70.0,sneakers,37 1/3,0,12/01/2025,DE
403872,HP5969,70.0,sneakers,38,0,12/01/2025,DE
403873,HP5969,70.0,sneakers,38 2/3,0,12/01/2025,DE
403874,HP5969,70.0,sneakers,39 1/3,0,12/01/2025,DE
403875,HP5969,70.0,sneakers,40,8,12/01/2025,DE
403876,HP5969,70.0,sneakers,40 2/3,0,12/01/2025,DE
403877,HP5969,70.0,sneakers,41 1/3,15,12/01/2025,DE
403878,HP5969,70.0,sneakers,42,1,12/01/2025,DE
403879,HP5969,70.0,sneakers,42 2/3,0,12/01/2025,DE
403880,HP5969,70.0,sneakers,43 1/3,0,12/01/2025,DE
403881,HP5969,70.0,sneakers,44,15,12/01/2025,DE
403882,HP5969,70.0,sneakers,44 2/3,0,12/01/2025,DE
403883,HP5969,70.0,sneakers,45 1/3,3,12/01/2025,DE
403884,HP5969,70.0,sneakers,46,3,12/01/2025,DE
403885,HP5969,70.0,sneakers,46 2/3,0,12/01/2025,DE
403886,HP5969,70.0,sneakers,47 1/3,0,12/01/2025,DE
403887,HP5969,70.0,sneakers,48,0,12/01/2025,DE
403888,HP5969,70.0,sneakers,49 1/3,0,12/01/2025,DE
403957,IG4893,29.25,sneakers,19,0,12/01/2025,DE
403958,IG4893,29.25,sneakers,20,2,12/01/2025,DE
403959,IG4893,29.25,sneakers,21,1,12/01/2025,DE
403960,IG4893,29.25,sneakers,22,0,12/01/2025,DE
403961,IG4893,29.25,sneakers,23,1,12/01/2025,DE
403962,IG4893,29.25,sneakers,23 1/2,0,12/01/2025,DE
403963,IG4893,29.25,sneakers,24,0,12/01/2025,DE
403964,IG4893,29.25,sneakers,25,15,12/01/2025,DE
403965,IG4893,29.25,sneakers,25 1/2,0,12/01/2025,DE
403966,IG4893,29.25,sneakers,26,15,12/01/2025,DE
403967,IG4893,29.25,sneakers,26 1/2,0,12/01/2025,DE
403968,IG4893,29.25,sneakers,27,8,12/01/2025,DE
404060,IG4911,34.2,sneakers,28,0,12/01/2025,DE
404061,IG4911,34.2,sneakers,28 1/2,0,12/01/2025,DE
404062,IG4911,34.2,sneakers,29,0,12/01/2025,DE
404063,IG4911,34.2,sneakers,30,0,12/01/2025,DE
404064,IG4911,34.2,sneakers,30 1/2,0,12/01/2025,DE
404065,IG4911,34.2,sneakers,31,0,12/01/2025,DE
404066,IG4911,34.2,sneakers,31 1/2,0,12/01/2025,DE
404067,IG4911,34.2,sneakers,32,0,12/01/2025,DE
404068,IG4911,34.2,sneakers,33,0,12/01/2025,DE
404069,IG4911,34.2,sneakers,33 1/2,0,12/01/2025,DE
404070,IG4911,34.2,sneakers,34,0,12/01/2025,DE
404071,IG4911,34.2,sneakers,35,0,12/01/2025,DE
404072,IG4911,34.2,sneakers,35 1/2,0,12/01/2025,DE
404073,IG4911,34.2,sneakers,36,0,12/01/2025,DE
404074,IG4911,34.2,sneakers,36 2/3,0,12/01/2025,DE
404075,IG4911,34.2,sneakers,37 1/3,15,12/01/2025,DE
404076,IG4911,34.2,sneakers,38,15,12/01/2025,DE
404077,IG4911,34.2,sneakers,38 2/3,0,12/01/2025,DE
404078,IG4911,34.2,sneakers,39 1/3,15,12/01/2025,DE
404079,IG4911,34.2,sneakers,40,0,12/01/2025,DE
404101,ID0437,66.0,sneakers,36,2,12/01/2025,DE
404102,ID0437,66.0,sneakers,36 2/3,15,12/01/2025,DE
404103,ID0437,66.0,sneakers,37 1/3,15,12/01/2025,DE
404104,ID0437,66.0,sneakers,38,14,12/01/2025,DE
404105,ID0437,66.0,sneakers,38 2/3,15,12/01/2025,DE
404106,ID0437,66.0,sneakers,39 1/3,15,12/01/2025,DE
404107,ID0437,66.0,sneakers,40,15,12/01/2025,DE
404108,ID0437,66.0,sneakers,40 2/3,1,12/01/2025,DE
404109,ID0437,66.0,sneakers,41 1/3,4,12/01/2025,DE
404110,ID0437,66.0,sneakers,42,7,12/01/2025,DE
404111,ID0437,66.0,sneakers,42 2/3,0,12/01/2025,DE
404112,ID0437,66.0,sneakers,43 1/3,0,12/01/2025,DE
404113,ID0437,66.0,sneakers,44,0,12/01/2025,DE
404134,GW6438,30.0,sneakers,28,0,12/01/2025,DE
